Source,Model,Elapsed Time
Laptop,SimpleResNet,0.019827099982649088
Laptop,SimpleResNet,0.022304999991320074
Laptop,SimpleResNet,0.017910499998833984
Laptop,SimpleResNet,0.013835999998264015
Laptop,SimpleResNet,0.009744299983140081
Laptop,SimpleResNet,0.010972100018989295
Laptop,SimpleResNet,0.011858099955134094
Laptop,SimpleResNet,0.009983700001612306
Laptop,SimpleResNet,0.010231300024315715
Laptop,SimpleResNet,0.01019340002676472
Laptop,SimpleResNet,0.009728299977723509
