Source,Model,Elapsed Time
Laptop,FC_1000,0.025398599915206432
Laptop,FC_1000,0.014300200156867504
Laptop,FC_1000,0.010783900041133165
Laptop,FC_1000,0.010452300077304244
Laptop,FC_1000,0.008889500051736832
Laptop,FC_1000,0.01028260006569326
Laptop,FC_1000,0.012743700062856078
Laptop,FC_1000,0.010260799899697304
Laptop,FC_1000,0.010372200049459934
Laptop,FC_1000,0.013798299944028258
Laptop,FC_1000,0.009790400043129921
