Source,Model,Elapsed Time
Laptop,FC_1000,4.051011000061408
Laptop,FC_1000,3.8797522999811918
Laptop,FC_1000,3.768696099985391
Laptop,FC_1000,3.7562698000110686
Laptop,FC_1000,3.7284370998386294
Laptop,FC_1000,3.760415499797091
Laptop,FC_1000,3.839576500002295
Laptop,FC_1000,3.722806900041178
Laptop,FC_1000,3.758347500115633
Laptop,FC_1000,3.7317211001645774
Laptop,FC_1000,3.765828700037673
