Source,Model,Elapsed Time
Laptop,simple conv,0.02253519999794662
Laptop,simple conv,0.012570600025355816
Laptop,simple conv,0.010264799930155277
Laptop,simple conv,0.011363100027665496
Laptop,simple conv,0.014498499920591712
Laptop,simple conv,0.011583599960431457
Laptop,simple conv,0.01032959995791316
Laptop,simple conv,0.01085249986499548
Laptop,simple conv,0.008580800145864487
Laptop,simple conv,0.008911299984902143
Laptop,simple conv,0.010814500041306019
