Source,Model,Elapsed Time
Laptop,CONV,4.631197800044902
Laptop,CONV,4.0721923999954015
Laptop,CONV,4.321147799957544
Laptop,CONV,4.142882599961013
Laptop,CONV,4.3604103999678046
Laptop,CONV,4.413701199926436
Laptop,CONV,4.303161200019531
Laptop,CONV,4.060842899954878
Laptop,CONV,3.7948585000121966
Laptop,CONV,4.6852728999219835
Laptop,CONV,9.505141000030562
