Source,Model,Elapsed Time
Laptop,simple conv 2,2.282770600169897
Laptop,simple conv 2,2.464687400031835
Laptop,simple conv 2,2.520612600026652
Laptop,simple conv 2,2.270412700017914
Laptop,simple conv 2,2.6876459000632167
Laptop,simple conv 2,2.848045499995351
Laptop,simple conv 2,2.3006082999054343
Laptop,simple conv 2,2.3450645999982953
Laptop,simple conv 2,3.207009700126946
Laptop,simple conv 2,2.374828099971637
Laptop,simple conv 2,3.4573727999813855
